nodes,techs,carriers,timesteps,flow_out_transmission_techs
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-04 03:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-04 06:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-04 09:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-04 12:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-04 15:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-04 18:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-04 21:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-05 00:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-05 03:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-05 06:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-05 09:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-05 12:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-05 15:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-05 18:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-05 21:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-06 00:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-06 03:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-06 06:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-06 09:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-06 12:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-06 15:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-06 18:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-06 21:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-07 00:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-07 03:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-07 06:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-07 09:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-07 12:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-07 15:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-07 18:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-07 21:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-08 00:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-08 03:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-08 06:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-08 09:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-08 12:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-08 15:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-08 18:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-08 21:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-09 00:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-09 03:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-09 06:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-09 09:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-09 12:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-09 15:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-09 18:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-09 21:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-10 00:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-10 03:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-10 06:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-10 09:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-10 12:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-10 15:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-10 18:00:00,0.0
ESP_1,ESP_1_ESP_2_ac_ohl_transmission,electricity,2018-01-10 21:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-01 00:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-01 03:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-01 06:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-01 09:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-01 12:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-01 15:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-01 18:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-01 21:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-02 00:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-02 03:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-02 06:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-02 09:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-02 12:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-02 15:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-02 18:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-02 21:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-03 00:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-03 03:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-03 06:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-03 09:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-03 12:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-03 15:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-03 18:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-03 21:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-04 00:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-04 03:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-04 06:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-04 09:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-04 12:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-04 15:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-04 18:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-04 21:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-05 00:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-05 03:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-05 06:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-05 09:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-05 12:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-05 15:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-05 18:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-05 21:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-06 00:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-06 03:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-06 06:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-06 09:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-06 12:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-06 15:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-06 18:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-06 21:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-07 00:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-07 03:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-07 06:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-07 09:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-07 12:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-07 15:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-07 18:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-07 21:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-08 00:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-08 03:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-08 06:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-08 09:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-08 12:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-08 15:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-08 18:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-08 21:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-09 00:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-09 03:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-09 06:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-09 09:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-09 12:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-09 15:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-09 18:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-09 21:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-10 00:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-10 03:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-10 06:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-10 09:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-10 12:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-10 15:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-10 18:00:00,0.0
ESP_1,ESP_1_PRT_1_ac_ohl_transmission,electricity,2018-01-10 21:00:00,0.0
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-01 00:00:00,3.844913826482585e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-01 03:00:00,3.844364874081714e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-01 06:00:00,3.851766153130553e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-01 09:00:00,3.851642258790245e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-01 12:00:00,3.85108192972319e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-01 15:00:00,3.851718931847315e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-01 18:00:00,3.872065491128185e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-01 21:00:00,3.872424261800436e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-02 00:00:00,3.844841478788331e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-02 03:00:00,3.844710079448555e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-02 06:00:00,3.846545850161269e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-02 09:00:00,3.7379085533192097e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-02 12:00:00,3.845836505899383e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-02 15:00:00,3.847361588309422e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-02 18:00:00,3.846117303997616e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-02 21:00:00,3.83694163781955e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-03 00:00:00,3.84534294085852e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-03 03:00:00,3.845186092423059e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-03 06:00:00,3.84733428071435e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-03 09:00:00,3.7297283993426573e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-03 12:00:00,3.846424348717929e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-03 15:00:00,3.779551686333563e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-03 18:00:00,3.846030734789413e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-03 21:00:00,3.846019514421813e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-04 00:00:00,3.845776391494186e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-04 03:00:00,3.845867439460092e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-04 06:00:00,3.7279605460003773e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-04 09:00:00,3.7284876178584953e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-04 12:00:00,3.71909718877306e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-04 15:00:00,3.7281953601616828e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-04 18:00:00,3.8364849623564195e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-04 21:00:00,3.7254431901899007e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-05 00:00:00,3.843325794167466e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-05 03:00:00,3.843879421965888e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-05 06:00:00,3.839029371098175e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-05 09:00:00,5.15555073044183e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-05 12:00:00,3.865467626318214e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-05 15:00:00,3.55608765820679e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-05 18:00:00,5.034746739568888e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-05 21:00:00,5.031399679733486e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-06 00:00:00,5.000671700449554e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-06 03:00:00,4.917212449569984e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-06 06:00:00,5.094480103391366e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-06 09:00:00,4.820163068674396e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-06 12:00:00,5.2193952112836096e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-06 15:00:00,5.2279601079553015e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-06 18:00:00,5.069546557611339e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-06 21:00:00,5.129739730615868e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-07 00:00:00,3.8690871170806135e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-07 03:00:00,3.8649260049548415e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-07 06:00:00,3.702869254048564e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-07 09:00:00,3.7107255215634e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-07 12:00:00,3.7032664445122707e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-07 15:00:00,3.7132758586890393e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-07 18:00:00,3.545039442335551e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-07 21:00:00,4.7894018734395124e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-08 00:00:00,4.8753276532272056e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-08 03:00:00,4.830602895812112e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-08 06:00:00,4.822173987787345e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-08 09:00:00,4.810385579678561e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-08 12:00:00,4.766444501978631e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-08 15:00:00,4.77523209793139e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-08 18:00:00,4.877438528206992e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-08 21:00:00,5.0657010207702786e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-09 00:00:00,3.7313009091130687e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-09 03:00:00,3.7249712878061463e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-09 06:00:00,3.730220323361298e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-09 09:00:00,3.6093702448985535e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-09 12:00:00,3.84493178115777e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-09 15:00:00,3.708966715664533e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-09 18:00:00,5.145218298727963e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-09 21:00:00,4.883574155606404e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-10 00:00:00,3.736488105644261e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-10 03:00:00,3.7386648804791394e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-10 06:00:00,3.610068532161122e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-10 09:00:00,3.6027789812867337e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-10 12:00:00,3.870293848817547e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-10 15:00:00,3.871681203734786e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-10 18:00:00,3.864039734315295e-06
ESP_1,Trade_Markets_ESP_1_coal_transmission,coal,2018-01-10 21:00:00,3.846067736711874e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-01 00:00:00,9.783293209320016e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-01 03:00:00,9.771850896622308e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-01 06:00:00,9.769452422220887e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-01 09:00:00,9.768822500005235e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-01 12:00:00,9.958514110702769e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-01 15:00:00,9.7939532631639e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-01 18:00:00,9.877389142884481e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-01 21:00:00,9.872714638831232e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-02 00:00:00,9.785961667103136e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-02 03:00:00,9.782309715139198e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-02 06:00:00,9.599131816055057e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-02 09:00:00,7.81414991578144e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-02 12:00:00,9.679022003780412e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-02 15:00:00,8.035119930374336e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-02 18:00:00,9.625298535652098e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-02 21:00:00,9.596878984900615e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-03 00:00:00,9.739858977629835e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-03 03:00:00,9.794820788554502e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-03 06:00:00,7.895392483260398e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-03 09:00:00,7.790297707787843e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-03 12:00:00,9.682803574460077e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-03 15:00:00,7.921947047088254e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-03 18:00:00,9.623468125175116e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-03 21:00:00,9.624032830722905e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-04 00:00:00,9.614581292119096e-06
ESP_1,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,2018-01-04 03:00:00,9.719335049298814e-06
