techs,timesteps,nodes,sink_use_equals
demand_tech,2018-01-03 09:00:00,ESP_1,7380.557254253961
demand_tech,2018-01-03 09:00:00,ESP_10,6208.318143006309
demand_tech,2018-01-03 09:00:00,ESP_11,14802.164934113274
demand_tech,2018-01-03 09:00:00,ESP_2,12854.752631545745
demand_tech,2018-01-03 09:00:00,ESP_3,3828.1577287048985
demand_tech,2018-01-03 09:00:00,ESP_4,7445.726311973716
demand_tech,2018-01-03 09:00:00,ESP_5,4511.777784049758
demand_tech,2018-01-03 09:00:00,ESP_6,17564.916335517886
demand_tech,2018-01-03 09:00:00,ESP_7,11376.595887391613
demand_tech,2018-01-03 09:00:00,ESP_8,5571.408309823204
demand_tech,2018-01-03 09:00:00,ESP_9,12044.951929728963
demand_tech,2018-01-03 12:00:00,ESP_1,6434.809547552664
demand_tech,2018-01-03 12:00:00,ESP_10,5209.372674766653
demand_tech,2018-01-03 12:00:00,ESP_11,12287.02268737642
demand_tech,2018-01-03 12:00:00,ESP_2,11930.277077213017
demand_tech,2018-01-03 12:00:00,ESP_3,3208.632445666173
demand_tech,2018-01-03 12:00:00,ESP_4,6156.131641311275
demand_tech,2018-01-03 12:00:00,ESP_5,4005.42183220479
demand_tech,2018-01-03 12:00:00,ESP_6,14371.57640858207
demand_tech,2018-01-03 12:00:00,ESP_7,8031.36453521109
demand_tech,2018-01-03 12:00:00,ESP_8,4837.086227461512
demand_tech,2018-01-03 12:00:00,ESP_9,10261.987934510262
demand_tech,2018-01-03 15:00:00,ESP_1,7045.997479721726
demand_tech,2018-01-03 15:00:00,ESP_10,5800.754163607223
demand_tech,2018-01-03 15:00:00,ESP_11,13854.980053682526
demand_tech,2018-01-03 15:00:00,ESP_2,12521.46688634868
demand_tech,2018-01-03 15:00:00,ESP_3,3597.0342804054285
demand_tech,2018-01-03 15:00:00,ESP_4,7041.7844455598515
demand_tech,2018-01-03 15:00:00,ESP_5,4341.734405177573
demand_tech,2018-01-03 15:00:00,ESP_6,16614.26915421767
demand_tech,2018-01-03 15:00:00,ESP_7,10481.906590995877
demand_tech,2018-01-03 15:00:00,ESP_8,5263.625148875823
demand_tech,2018-01-03 15:00:00,ESP_9,11370.891308907889
demand_tech,2018-01-03 18:00:00,ESP_1,6447.804331153973
demand_tech,2018-01-03 18:00:00,ESP_10,5241.504340202632
demand_tech,2018-01-03 18:00:00,ESP_11,12309.824977280947
demand_tech,2018-01-03 18:00:00,ESP_2,11952.12087850682
demand_tech,2018-01-03 18:00:00,ESP_3,3227.6123503298277
demand_tech,2018-01-03 18:00:00,ESP_4,6156.306339159233
demand_tech,2018-01-03 18:00:00,ESP_5,4008.0703035629213
demand_tech,2018-01-03 18:00:00,ESP_6,14306.801262383331
demand_tech,2018-01-03 18:00:00,ESP_7,7981.169472748996
demand_tech,2018-01-03 18:00:00,ESP_8,4865.178788469497
demand_tech,2018-01-03 18:00:00,ESP_9,10246.591105695807
demand_tech,2018-01-03 21:00:00,ESP_1,6622.125857356672
demand_tech,2018-01-03 21:00:00,ESP_10,5426.735587540648
demand_tech,2018-01-03 21:00:00,ESP_11,12817.993821180702
demand_tech,2018-01-03 21:00:00,ESP_2,12116.398693971454
demand_tech,2018-01-03 21:00:00,ESP_3,3350.716745798861
demand_tech,2018-01-03 21:00:00,ESP_4,6544.512689619612
demand_tech,2018-01-03 21:00:00,ESP_5,4140.951588303239
demand_tech,2018-01-03 21:00:00,ESP_6,15490.269959798727
demand_tech,2018-01-03 21:00:00,ESP_7,9544.365264601616
demand_tech,2018-01-03 21:00:00,ESP_8,4967.7015199789885
demand_tech,2018-01-03 21:00:00,ESP_9,10681.052373649149
demand_tech,2018-01-04 00:00:00,ESP_1,6148.777525675031
demand_tech,2018-01-04 00:00:00,ESP_10,4858.751791324289
demand_tech,2018-01-04 00:00:00,ESP_11,11564.075969204638
demand_tech,2018-01-04 00:00:00,ESP_2,11646.066120843285
demand_tech,2018-01-04 00:00:00,ESP_3,3027.2947658520766
demand_tech,2018-01-04 00:00:00,ESP_4,6067.213265311806
demand_tech,2018-01-04 00:00:00,ESP_5,3916.8156366625053
demand_tech,2018-01-04 00:00:00,ESP_6,14420.042491987146
demand_tech,2018-01-04 00:00:00,ESP_7,8754.905594738657
demand_tech,2018-01-04 00:00:00,ESP_8,4509.213974231804
demand_tech,2018-01-04 00:00:00,ESP_9,9754.593037002449
demand_tech,2018-01-04 03:00:00,ESP_1,5926.886594576573
demand_tech,2018-01-04 03:00:00,ESP_10,4559.394196013081
demand_tech,2018-01-04 03:00:00,ESP_11,10960.304122639334
demand_tech,2018-01-04 03:00:00,ESP_2,11430.841243105928
demand_tech,2018-01-04 03:00:00,ESP_3,2867.523492782106
demand_tech,2018-01-04 03:00:00,ESP_4,5771.918627404603
demand_tech,2018-01-04 03:00:00,ESP_5,3783.5812246972164
demand_tech,2018-01-04 03:00:00,ESP_6,13567.123780653215
demand_tech,2018-01-04 03:00:00,ESP_7,7890.526782532921
demand_tech,2018-01-04 03:00:00,ESP_8,4290.316686518137
demand_tech,2018-01-04 03:00:00,ESP_9,9185.843998889457
demand_tech,2018-01-04 06:00:00,ESP_1,6834.753186463217
demand_tech,2018-01-04 06:00:00,ESP_10,5608.781635077688
demand_tech,2018-01-04 06:00:00,ESP_11,13421.567333747153
demand_tech,2018-01-04 06:00:00,ESP_2,12328.108460045556
demand_tech,2018-01-04 06:00:00,ESP_3,3473.313081781213
demand_tech,2018-01-04 06:00:00,ESP_4,6814.864524072698
demand_tech,2018-01-04 06:00:00,ESP_5,4241.721944959687
demand_tech,2018-01-04 06:00:00,ESP_6,16056.88481641232
demand_tech,2018-01-04 06:00:00,ESP_7,9948.915874985218
demand_tech,2018-01-04 06:00:00,ESP_8,5104.462141289389
demand_tech,2018-01-04 06:00:00,ESP_9,10950.679673517465
demand_tech,2018-01-04 09:00:00,ESP_1,7331.932515238315
demand_tech,2018-01-04 09:00:00,ESP_10,6203.650245795013
demand_tech,2018-01-04 09:00:00,ESP_11,14793.346575889642
demand_tech,2018-01-04 09:00:00,ESP_2,12810.37187858206
demand_tech,2018-01-04 09:00:00,ESP_3,3804.5956316318616
demand_tech,2018-01-04 09:00:00,ESP_4,7413.74616019628
demand_tech,2018-01-04 09:00:00,ESP_5,4503.876922428079
demand_tech,2018-01-04 09:00:00,ESP_6,17615.011985950132
demand_tech,2018-01-04 09:00:00,ESP_7,11327.989948176986
demand_tech,2018-01-04 09:00:00,ESP_8,5552.250590331043
demand_tech,2018-01-04 09:00:00,ESP_9,12036.67800916247
demand_tech,2018-01-04 12:00:00,ESP_1,6385.36743463301
demand_tech,2018-01-04 12:00:00,ESP_10,5212.13154618236
demand_tech,2018-01-04 12:00:00,ESP_11,12268.642780582399
demand_tech,2018-01-04 12:00:00,ESP_2,11885.81875821815
demand_tech,2018-01-04 12:00:00,ESP_3,3184.7292008295194
demand_tech,2018-01-04 12:00:00,ESP_4,6119.639346618915
demand_tech,2018-01-04 12:00:00,ESP_5,3995.613660768966
demand_tech,2018-01-04 12:00:00,ESP_6,14385.156757652938
demand_tech,2018-01-04 12:00:00,ESP_7,7954.285997777656
demand_tech,2018-01-04 12:00:00,ESP_8,4820.211943765615
demand_tech,2018-01-04 12:00:00,ESP_9,10246.443605630304
demand_tech,2018-01-04 15:00:00,ESP_1,7051.288095711629
demand_tech,2018-01-04 15:00:00,ESP_10,5870.098988221568
demand_tech,2018-01-04 15:00:00,ESP_11,13990.456294334288
demand_tech,2018-01-04 15:00:00,ESP_2,12530.922471515685
demand_tech,2018-01-04 15:00:00,ESP_3,3609.7305444401863
demand_tech,2018-01-04 15:00:00,ESP_4,7077.41397235542
demand_tech,2018-01-04 15:00:00,ESP_5,4361.589652178734
demand_tech,2018-01-04 15:00:00,ESP_6,16806.346197372706
demand_tech,2018-01-04 15:00:00,ESP_7,10576.063205919521
demand_tech,2018-01-04 15:00:00,ESP_8,5294.005576380787
demand_tech,2018-01-04 15:00:00,ESP_9,11466.167992553766
demand_tech,2018-01-04 18:00:00,ESP_1,6413.843626571901
demand_tech,2018-01-04 18:00:00,ESP_10,5248.930657451293
demand_tech,2018-01-04 18:00:00,ESP_11,12339.020522890838
demand_tech,2018-01-04 18:00:00,ESP_2,11921.64832609355
demand_tech,2018-01-04 18:00:00,ESP_3,3212.9716780534272
demand_tech,2018-01-04 18:00:00,ESP_4,6145.709222859221
demand_tech,2018-01-04 18:00:00,ESP_5,4007.6401292419177
demand_tech,2018-01-04 18:00:00,ESP_6,14406.142874669664
demand_tech,2018-01-04 18:00:00,ESP_7,7993.957705885021
demand_tech,2018-01-04 18:00:00,ESP_8,4854.973843094958
demand_tech,2018-01-04 18:00:00,ESP_9,10261.697015920865
demand_tech,2018-01-04 21:00:00,ESP_1,6537.251734192586
demand_tech,2018-01-04 21:00:00,ESP_10,5373.416587151781
demand_tech,2018-01-04 21:00:00,ESP_11,12675.4105035225
demand_tech,2018-01-04 21:00:00,ESP_2,12041.44730752889
demand_tech,2018-01-04 21:00:00,ESP_3,3307.1575281806563
demand_tech,2018-01-04 21:00:00,ESP_4,6463.44223279783
demand_tech,2018-01-04 21:00:00,ESP_5,4108.313655632312
demand_tech,2018-01-04 21:00:00,ESP_6,15362.025030675017
demand_tech,2018-01-04 21:00:00,ESP_7,9403.379227612078
demand_tech,2018-01-04 21:00:00,ESP_8,4922.258835531504
demand_tech,2018-01-04 21:00:00,ESP_9,10607.763808151987
demand_tech,2018-01-05 00:00:00,ESP_1,6059.382485503746
demand_tech,2018-01-05 00:00:00,ESP_10,4825.260830165897
demand_tech,2018-01-05 00:00:00,ESP_11,11428.384549265345
demand_tech,2018-01-05 00:00:00,ESP_2,11581.53489225202
demand_tech,2018-01-05 00:00:00,ESP_3,2998.08077827791
demand_tech,2018-01-05 00:00:00,ESP_4,5989.75690418236
demand_tech,2018-01-05 00:00:00,ESP_5,3882.5563136504343
demand_tech,2018-01-05 00:00:00,ESP_6,14272.43534863117
demand_tech,2018-01-05 00:00:00,ESP_7,8678.150066650525
demand_tech,2018-01-05 00:00:00,ESP_8,4492.843228046249
