nodes,techs,timesteps,source_use
ESP_1,biogas_to_electricity_supply_FR,2018-01-10 06:00:00,1.1767457754942893e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-10 09:00:00,1.1774248260892286e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-10 12:00:00,1.1775979826139617e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-10 15:00:00,1.1778055340643414e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-10 18:00:00,1.1775505490453354e-06
ESP_1,biogas_to_electricity_supply_FR,2018-01-10 21:00:00,1.1777285860770227e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-01 00:00:00,2.3859739880740313e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-01 03:00:00,2.386094950264866e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-01 06:00:00,2.3858873982151656e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-01 09:00:00,2.386126182218771e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-01 12:00:00,2.386254213535952e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-01 15:00:00,2.386411362105746e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-01 18:00:00,2.385932674201649e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-01 21:00:00,2.3858385954186583e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-02 00:00:00,2.385518199747338e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-02 03:00:00,2.3851622238055185e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-02 06:00:00,2.384727538760705e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-02 09:00:00,2.384014774851751e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-02 12:00:00,2.383489661789332e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-02 15:00:00,2.3835725944625984e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-02 18:00:00,2.3835947198611288e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-02 21:00:00,2.3837002560225038e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-03 00:00:00,2.3832178608357203e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-03 03:00:00,2.3825458656057593e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-03 06:00:00,2.381859354191524e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-03 09:00:00,2.3813687453034472e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-03 12:00:00,2.38194937807381e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-03 15:00:00,2.3827324658302045e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-03 18:00:00,2.3834018306211708e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-03 21:00:00,2.3837289372384237e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-04 00:00:00,2.383774427560488e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-04 03:00:00,2.3838771862815836e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-04 06:00:00,2.3845184465835955e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-04 09:00:00,2.384798823793582e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-04 12:00:00,2.3846802444034733e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-04 15:00:00,2.3846972579427637e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-04 18:00:00,2.3837286316305296e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-04 21:00:00,2.3826696097764076e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-05 00:00:00,2.381173159073612e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-05 03:00:00,2.379416642609434e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-05 06:00:00,2.3774819483813773e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-05 09:00:00,2.9618849469983594e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-05 12:00:00,2.3752203823303024e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-05 15:00:00,2.376853535210956e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-05 18:00:00,2.8057258035426963e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-05 21:00:00,2.9269938314538066e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-06 00:00:00,2.9371537250615532e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-06 03:00:00,2.9326980305550316e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-06 06:00:00,2.9427515767450863e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-06 09:00:00,2.9281610126953427e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-06 12:00:00,2.8996551836212996e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-06 15:00:00,2.991177472424365e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-06 18:00:00,2.813154808064455e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-06 21:00:00,2.9766371380288866e-06
ESP_1,biogas_to_electricity_supply_FSM,2018-01-07 00:00:00,2.3752212346954457e-06
