nodes,techs,carriers,flow_cap
ESP_2,wind_offshore_ESP,electricity,0.0
ESP_2,wind_offshore_FR,electricity,4.583869177838774e-06
ESP_2,wind_offshore_IND,electricity,4.392922541871833e-06
ESP_2,wind_offshore_NDL,electricity,4.618168211966055e-06
ESP_2,wind_offshore_PT,electricity,4.5903783515509696e-06
ESP_2,wind_onshore_competing_CN,electricity,1.1005188565406183e-05
ESP_2,wind_onshore_competing_DE,electricity,1.1868324699692991e-05
ESP_2,wind_onshore_competing_ESP,electricity,0.0
ESP_2,wind_onshore_competing_FR,electricity,1.1990891152800687e-05
ESP_2,wind_onshore_competing_IND,electricity,7.836790805848727e-06
ESP_2,wind_onshore_competing_NDL,electricity,1.2181304698371898e-05
ESP_2,wind_onshore_competing_PT,electricity,1.2026769642507054e-05
ESP_2,wind_onshore_monopoly_CN,electricity,8.527286915455048e-06
ESP_2,wind_onshore_monopoly_DE,electricity,9.163792382165247e-06
ESP_2,wind_onshore_monopoly_ESP,electricity,9.392340343943001e-06
ESP_2,wind_onshore_monopoly_FR,electricity,9.253434527552325e-06
ESP_2,wind_onshore_monopoly_IND,electricity,8.515527762963239e-06
ESP_2,wind_onshore_monopoly_NDL,electricity,6.65176078063733e-06
ESP_2,wind_onshore_monopoly_PT,electricity,9.27963952500679e-06
ESP_3,ESP_2_ESP_3_ac_ohl_transmission,electricity,19100.0
ESP_3,ESP_3_ESP_11_ac_ohl_transmission,electricity,2700.0
ESP_3,ESP_3_ESP_4_ac_ohl_transmission,electricity,7100.0
ESP_3,ESP_3_ESP_5_ac_ohl_transmission,electricity,3900.0
ESP_3,Trade_Markets_ESP_3_natural_gas_transmission,natural_gas,425.94804156589635
ESP_3,battery_CN,electricity,0.00015784283894184405
ESP_3,battery_CZ,electricity,0.0001440415379404789
ESP_3,battery_ESP,electricity,6.368165872526425e-05
ESP_3,battery_HU,electricity,0.00013494968109087734
ESP_3,battery_PL,electricity,0.00014259151542838394
ESP_3,battery_US,electricity,0.00015272653590460064
ESP_3,biogas_to_electricity_supply_BEL,electricity,2.9829221443612547e-05
ESP_3,biogas_to_electricity_supply_CAN,electricity,8.640632057777985e-07
ESP_3,biogas_to_electricity_supply_FR,electricity,7.463875642771453e-07
ESP_3,biogas_to_electricity_supply_FSM,electricity,1.4737380245145232e-06
ESP_3,biogas_to_electricity_supply_UK,electricity,1.0645099379024586e-06
ESP_3,biogas_to_electricity_supply_USA,electricity,1.4304913169888893e-06
ESP_3,biomass_ESP,electricity,6.290514804898152e-07
ESP_3,biomass_FR,electricity,6.295421349133819e-07
ESP_3,biomass_IT,electricity,6.28761485696538e-07
ESP_3,demand_tech,electricity,1347.0417435371746
ESP_3,existing_biogas_to_electricity_supply,electricity,1.15
ESP_3,existing_biomass,electricity,3.49
ESP_3,existing_ccgt,electricity,2.162696721772038e-06
ESP_3,existing_ccgt,natural_gas,2.1626967217720383e-06
ESP_3,existing_chp,electricity,800.0
ESP_3,existing_chp,natural_gas,800.0
ESP_3,existing_coal,coal,0.0
ESP_3,existing_coal,electricity,0.0
ESP_3,existing_hydro_reservoir,electricity,0.0
ESP_3,existing_hydro_run_of_river,electricity,29.13
ESP_3,existing_nuclear,electricity,0.0
ESP_3,existing_nuclear,uranium,0.0
ESP_3,existing_oil_and_other,electricity,0.0
ESP_3,existing_oil_and_other,oil,0.0
ESP_3,existing_open_field_pv,electricity,82.25
ESP_3,existing_pumped_hydro,electricity,0.0
ESP_3,existing_rooftop_pv,electricity,3.21
ESP_3,existing_wind_onshore,electricity,449.62
ESP_3,existing_wte,electricity,0.0
ESP_3,open_field_pv_CN,electricity,6.04406455883357e-06
ESP_3,open_field_pv_DE,electricity,0.0005009128331551688
ESP_3,open_field_pv_ESP,electricity,5.114880940812911e-06
ESP_3,open_field_pv_MY,electricity,0.0002120773292340848
ESP_3,open_field_pv_NL,electricity,706.4189486334426
ESP_3,open_field_pv_PT,electricity,6.817045056461174e-05
ESP_3,pumped_hydro_CN,electricity,94.23026295874556
ESP_3,pumped_hydro_ESP,electricity,1.0308958139814155e-06
ESP_3,roof_mounted_pv_CN,electricity,8.275137967498196e-06
ESP_3,roof_mounted_pv_DE,electricity,7.873242665412049e-06
ESP_3,roof_mounted_pv_ESP,electricity,2.822094062272894e-06
ESP_3,roof_mounted_pv_MY,electricity,7.671263642718774e-06
ESP_3,roof_mounted_pv_NL,electricity,8.055397137139975e-06
ESP_3,roof_mounted_pv_PT,electricity,7.0569277529559834e-06
ESP_3,wind_offshore_CN,electricity,0.0
ESP_3,wind_offshore_DE,electricity,0.0
ESP_3,wind_offshore_ESP,electricity,0.0
ESP_3,wind_offshore_FR,electricity,0.0
ESP_3,wind_offshore_IND,electricity,0.0
ESP_3,wind_offshore_NDL,electricity,0.0
ESP_3,wind_offshore_PT,electricity,0.0
ESP_3,wind_onshore_competing_CN,electricity,1.4634504843796574e-05
ESP_3,wind_onshore_competing_DE,electricity,1.5964237791731755e-05
ESP_3,wind_onshore_competing_ESP,electricity,0.0
ESP_3,wind_onshore_competing_FR,electricity,1.6155592056522193e-05
ESP_3,wind_onshore_competing_IND,electricity,9.01465037052807e-06
